VaccinationRate,Run,Day,Susceptible,Infectious,Recovered,Vaccinated
90,2,41,2920,18,62,27000
90,2,42,2916,19,65,27000
90,2,43,2912,19,69,27000
90,2,44,2911,19,70,27000
90,2,45,2907,22,71,27000
90,2,46,2903,21,76,27000
90,2,47,2901,19,80,27000
90,2,48,2900,16,84,27000
90,2,49,2897,15,88,27000
90,2,50,2896,15,89,27000
90,2,51,2893,14,93,27000
90,2,52,2886,17,97,27000
90,2,53,2882,19,99,27000
90,2,54,2877,23,100,27000
90,2,55,2873,24,103,27000
90,2,56,2870,26,104,27000
90,2,57,2867,26,107,27000
90,2,58,2862,24,114,27000
90,2,59,2857,25,118,27000
90,2,60,2855,22,123,27000
90,2,61,2851,22,127,27000
90,2,62,2850,20,130,27000
90,2,63,2848,19,133,27000
90,2,64,2847,15,138,27000
90,2,65,2847,10,143,27000
90,2,66,2844,11,145,27000
90,2,67,2844,7,149,27000
90,2,68,2843,7,150,27000
90,2,69,2842,6,152,27000
90,2,70,2841,6,153,27000
90,2,71,2840,7,153,27000
90,2,72,2839,5,156,27000
90,2,73,2837,7,156,27000
90,2,74,2837,6,157,27000
90,2,75,2836,6,158,27000
90,2,76,2836,5,159,27000
90,2,77,2836,4,160,27000
90,2,78,2834,5,161,27000
90,2,79,2833,4,163,27000
90,2,80,2831,6,163,27000
90,2,81,2831,5,164,27000
90,2,82,2831,5,164,27000
90,2,83,2831,5,164,27000
90,2,84,2830,4,166,27000
90,2,85,2828,5,167,27000
90,2,86,2826,5,169,27000
90,2,87,2824,7,169,27000
90,2,88,2821,10,169,27000
90,2,89,2819,12,169,27000
90,2,90,2818,12,170,27000
90,2,91,2818,10,172,27000
90,2,92,2818,8,174,27000
90,2,93,2817,7,176,27000
90,2,94,2816,5,179,27000
90,2,95,2815,4,181,27000
90,2,96,2815,3,182,27000
90,2,97,2815,3,182,27000
90,2,98,2814,4,182,27000
90,2,99,2813,4,183,27000
90,2,100,2812,4,184,27000
90,2,101,2811,4,185,27000
90,2,102,2811,4,185,27000
90,2,103,2810,5,185,27000
90,2,104,2810,4,186,27000
90,2,105,2808,5,187,27000
90,2,106,2807,5,188,27000
90,2,107,2806,5,189,27000
90,2,108,2804,7,189,27000
90,2,109,2803,7,190,27000
90,2,110,2803,7,190,27000
90,2,111,2803,5,192,27000
90,2,112,2803,4,193,27000
90,2,113,2803,3,194,27000
90,2,114,2803,1,196,27000
90,3,0,2999,1,0,27000
90,3,1,2999,1,0,27000
90,3,2,2999,1,0,27000
90,3,3,2999,1,0,27000
90,3,4,2999,1,0,27000
90,3,5,2999,1,0,27000
90,3,6,2999,1,0,27000
90,4,0,2999,1,0,27000
90,4,1,2999,1,0,27000
90,4,2,2999,1,0,27000
90,4,3,2999,1,0,27000
90,4,4,2999,1,0,27000
90,4,5,2998,2,0,27000
90,4,6,2996,4,0,27000
90,4,7,2994,5,1,27000
90,4,8,2992,7,1,27000
90,4,9,2992,7,1,27000
90,4,10,2991,8,1,27000
90,4,11,2990,8,2,27000
90,4,12,2989,7,4,27000
90,4,13,2989,5,6,27000
90,4,14,2987,5,8,27000
90,4,15,2986,6,8,27000
90,4,16,2986,5,9,27000
90,4,17,2984,6,10,27000
90,4,18,2984,5,11,27000
90,4,19,2983,6,11,27000
90,4,20,2982,5,13,27000
90,4,21,2982,4,14,27000
90,4,22,2979,7,14,27000
90,4,23,2978,6,16,27000
90,4,24,2976,8,16,27000
90,4,25,2976,7,17,27000
90,4,26,2976,6,18,27000
90,4,27,2973,9,18,27000
90,4,28,2971,8,21,27000
90,4,29,2970,8,22,27000
90,4,30,2970,6,24,27000
90,4,31,2970,6,24,27000
90,4,32,2970,6,24,27000
90,4,33,2970,3,27,27000
90,4,34,2970,1,29,27000
90,5,0,2999,1,0,27000
90,5,1,2999,1,0,27000
90,5,2,2999,1,0,27000
90,5,3,2999,1,0,27000
90,5,4,2999,1,0,27000
90,5,5,2999,1,0,27000
90,5,6,2999,1,0,27000
